微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J68R6xRHT,【网易在港上市 丁磊勉励员工抬头看月、低头做事、勇敢追梦】6月11日，网易正式在港交所上市。网易公司CEO丁磊在致辞时勉励网易员工抬头看月亮，低头做事情。继续用热爱和创新，创造出下一个20年里，值得被用户记住，也值得自己骄傲的好内容、好服务、好产品。不要去做那个遥望远方、坐在路边帮别人鼓掌的人，要走向远方，做勇敢追梦的人。  http://t.cn/A6LPqVxT ,,无,无,无,2020-06-11 14:39,微博视频,42,26,14
J68Ohiwl8,【网易香港敲锣，站在舞台中央的都是谁】6月11日上午，网易正式在港交所挂牌上市。庆典现场，网易公司CEO丁磊与8位“热爱者”一起登台完成“云敲锣”，其中有网易的资深用户，也有员工代表。网易新闻用户索文和“青梅兽”也在受邀之列。网易新闻专栏作者索文赴现场敲锣，他表示：“热爱就是长期不懈的坚持、不计报酬的付出、荣辱与共的态度。” [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/75b52ed2ly1gfoc5p10dfj20z80f60wo.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gfocbyejbkj218g0tndqt.jpg",无,无,2020-06-11 14:32,微博 weibo.com,15,3,3
J67NJglnr,【#江苏宿迁一小学集体食物中毒#，救护车拉了18车】6月9日，江苏宿迁泗洪县梅花镇中心小学发生大面积食物中毒事件，“救护车拉了18车，人数众多，出动公交车拉人”。 不少家长听到消息后，赶往学校。泗洪县委宣传部员工称，9日收到消息后，当地第一时间启动应急预案，卫健、食药监、公安、教育等多部门介入。据了解，6月9日吃午饭时，“有一批学生吃的是同一个菜，我们把有反应和没反应的（学生）都送往医院进行检查，大部分学生的检查结果是心癔性腹痛（即看别的孩子肚子痛，自己也产生了心理反应，觉得肚子痛）。”对于究竟有多少孩子真正产生腹痛症状，上述工作人员表示具体情况尚不清楚，“截至10日上午，还有4个孩子在留院观察。”目前，事件原因正在进一步调查中。@易视频 http://t.cn/A62FMTx8 ,,无,无,无,2020-06-11 11:58,微博 weibo.com,43,13,26
J67IRDUFV,【一夫妻超生被征收32万社会抚养费 卫健局：可分期】广州一对夫妻因此前已生育两个孩子，在生下第三个孩子后，番禺区卫健局决定对夫妻二人征收社会抚养费合计近32万元。目前，夫妻二人银行账户被冻结，法院已启动强制执行。当事人王芳称，现在一家七口人的生活都依靠丈夫一人工资维持，家中老人罹患癌症，第二个孩子因无钱缴纳学费无法上幼儿园，32万元的社会抚养费已将他们逼上绝境。当地计生办表示，生育政策没有全面放开前，依然会对“超生”对象征收社会抚养费，“有文件在，我们必须要执行”，如果被征收对象确实存在困难，可以申请分期缴纳，分期缴纳“首付”不低于征收总额的30%，分期缴纳期限不超过3年。http://t.cn/A62sfSEQ# [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/75b52ed2ly1gfo7d73crnj20g4096gmj.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gfo7d7238rj20cc0gtmyi.jpg",无,无,2020-06-11 11:46,微博 weibo.com,310,25,105
J62HWCLNT,#深夜饭馆#【小炒牛肉】教程来啦，这样的小炒牛肉，你能吃多少？天天美食推荐的微博视频  ,,无,无,无,2020-06-10 23:00,微博 weibo.com,194,118,17
J62jAkMAo,#深夜尬聊# 这两天，“大学生作弊被抓后跳楼坠亡”一事引发热议，你认为监考老师和学校应当承担责任吗？  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gfn0nndwdkj20n00pfgmn.jpg,无,无,2020-06-10 22:00,微博 weibo.com,122,6,62
J60ux1pW9,【“钟美美”事件反思：传统教育模式扼杀创造力？】近日，因模仿老师在网络爆红的东北男孩“钟美美”下架了自己在平台发布的所有相关视频，教育局承认曾与其接触。此前，钟美美还曾向媒体透露想去北京电影学院学表演，网友大呼：“中国教育无创造可言！”或许钟美美只是一个缩影，但如今学术至上的教育目的究竟该如何评判？肯尼·罗宾森爵士在TED演讲上给出了自己的呼吁。#教育局承认学校与钟美美接触##钟美美称想考北电学表演#  http://t.cn/A62F8KIB ,,无,无,无,2020-06-10 17:21,微博视频,168,43,30
J603N23he,【新浪微博因涉蒋某事件被约谈 热搜榜被停更一周】据官方，国家互联网信息办公室指导北京市互联网信息办公室，约谈新浪微博负责人，针对微博在蒋某舆论事件中干扰网上传播秩序，以及传播违法违规信息等问题，责令其立即整改，暂停更新微博热搜榜一周，时间自6月10日15时至6月17日15时，严肃处理相关责任人，同时，要求北京市互联网信息办公室对新浪微博依法从严予以罚款的行政处罚。http://t.cn/A62FpXdv 原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gfn9je402lj20dw0a674c.jpg,无,无,2020-06-10 16:15,无,1730,336,226
J5ZDlxEdP,"【中北大学：已与""作弊被抓后坠亡""学生家属达成和解】针对山西大学生作弊被抓后坠亡一事，记者从中北大学获悉，目前该校与坠亡学生家属已达成和解，家长已离开学校。10日早上，坠亡学生的母亲在微信朋友圈发文纪念儿子称，“余生再无你”。此前报道，6月6日，山西中北大学大二学生小阳（化名）补考时被发现作弊，试卷被监考老师没收，走出考场不久后坠楼身亡。随后中北大学官方通报称，考场内未发生师生言语冲突。http://t.cn/A62FXzUm 原图 ",,http://wx4.sinaimg.cn/large/75b52ed2ly1gfn7nltg6gj20n00pfgmn.jpg,无,无,2020-06-10 15:10,微博 weibo.com,39,1,13
J5YfVrDRX,【残疾人在外宾宾馆附近拉二胡影响形象？城管局回应】5月17日，重庆一名残疾人在路边拉二胡卖艺，遭到城管驱逐，并称前方不远处有外宾宾馆，影响中国人形象。城管局执法监察科回应：担心老人此举不利疫情防控；存在交通安全隐患；城管言论不妥，执法队员素质和文化水平参差不齐，表述让人产生歧义与误解。http://t.cn/A62kk8HM [组图共3张] 原图 ,,"http://ww4.sinaimg.cn/large/75b52ed2ly1gfn1a3f4n4j20dr0f7as6.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gfn1a3fdh5j20ds09vao6.jpg,http://ww1.sinaimg.cn/large/75b52ed2ly1gfn1a3w18lj20e00f7jvp.jpg",无,无,2020-06-10 11:40,微博 weibo.com,299,15,68
J5XrmzAYV,【中北大学回应大学生作弊被抓坠亡：老师做法没有不妥】#中北大学校长称老师做法并无不妥# 6月6日，山西中北大学大二学生时某补考中作弊被发现，离开考场不久后坠楼身亡。时某家属称，监控显示时某被发现作弊后，有长达近20分钟的哭泣，期间监考老师却并未对其进行教导和规劝。9日中北大学校长沈兴全回应，称“老师做法并无不当之处”，因作弊被记过或处分可以撤销。目前学校有专门负责人与学生家长沟通，“中北大学会继续坚持对考试作弊严查的规章制度，树立严格的规范。”http://t.cn/A62eMKYw ,,无,无,无,2020-06-10 09:35,无,211,10,62
J5ThrqXtJ,#深夜饭馆#【咸蛋黄肉粽】这个月就是端午了，教你一种简单易学的粽子包法，软糯鲜香，出锅肉香四溢！夏妈厨房的微博视频  ,,无,无,无,2020-06-09 23:00,烹饪教程 · 视频社区,120,86,10
J5ST5umS3,#深夜尬聊# 你如何看待不生孩子的“丁克”夫妻？你会这样选择吗？  原图 ,,http://wx4.sinaimg.cn/large/75b52ed2ly1gfm4m2tkrdj20el08c3yt.jpg,无,无,2020-06-09 22:00,微博 weibo.com,152,8,40
J5RX7qfaP,【#评论杨丽萍遭群嘲网友回应#：我就是不善言谈】6月7日，一名女子在杨丽萍视频下留言评论“一个女人最大的失败是没一个儿女”。该评论至少获得1.1万点赞，同时遭众多网友抨击。该女子回应称，她不是故意中伤杨丽萍，“我就是不善言谈”。她还表示遭到网络暴力。#评论杨丽萍网友回应#http://t.cn/A62efqVb ,,无,无,无,2020-06-09 19:37,无,136,7,60
J5QXNmRD5,【北京#玉渊潭野游者不听劝阻反推人下水#，涉事人员或被园方列入黑名单】6月8日7时45分左右，玉渊潭公园管理人员在公园东湖开展野泳治理工作时，现场野泳人员不顾劝阻强行下水，并与公园管理人员发生对峙，在对峙过程中有人将工作人员推落下水，围观者竟欢呼叫好。接警后辖区公安、城管到达现场，将野泳人员劝离并将其中2名野泳者带至派出所进行问询。据@北京日报 目前城管部门已对2名野泳者进行了行政处罚。玉渊潭公园将根据调查情况申请将涉事人员列入游园黑名单。 #工作人员劝阻游客反被推下水#@易视频 http://t.cn/A62gkPEr ,,无,无,无,2020-06-09 17:06,微博 weibo.com,92,3,19
J5QTHbqxl,【男子重庆吃火锅拒付锅底费 老板解释10次失败报警】重庆沙坪坝，3名外地男子吃完火锅结账时，发现除了菜钱，还收了锅底和油碟费。他们认为老板事先也没说明，觉得收费不合理，于是和老板发生争执。老板吴某称，一直这样收费，并不是针对外地人，向客人解释了10次都没用，无奈报警。http://t.cn/A62eaq5o http://t.cn/A62rcbAm ,,无,无,无,2020-06-09 16:56,微博 weibo.com,101,3,51
J5QMjqkSZ,【直播中向迪丽热巴求婚男子被警方行政拘留7日】记者从长沙警方了解到，扰乱湖南卫视直播男子霍某被处以行政拘留七日的处罚。7日晚，湖南卫视助农直播中，一男观众突然冲上舞台向迪丽热巴求婚。画面显示，男子上台后手持疑似戒指，伸手递向迪丽热巴，其他主持人及时对他制止，但该男子直到被安保拉走仍不放弃。据网友称，该男子求婚已不是第一次，曾在热巴新剧开机仪式上求过婚。也曾向王珞丹求婚两次，每次使用戒指疑似都是同一个。http://t.cn/A62eiIfj [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gfm4k76jtpg20bi05uu0y.gif,http://ww4.sinaimg.cn/large/75b52ed2ly1gfm4k7fj92j20ht0a1dg8.jpg",无,无,2020-06-09 16:37,无,89,6,27
J5QJ9B5Bx,【90后夫妻住深山生9孩?官方:属实 每月领近4000低保】广西都安，90后夫妻生9个孩子住大山深处一事引热议。当地宣传部工作人员回应称，该情况属实，但部分内容与网传不符。其称，当地干部曾多次宣传生育政策，但收效甚微。目前，这家人共11口全部享受最高品类低保，每人每月350元。90后夫妻住深山生9孩?官方:属实 每月领近4000低保  原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gfm4c2wtb7j20c406143b.jpg,无,无,2020-06-09 16:30,微博 weibo.com,77,18,32
J5PUn7sur,【山西省教育厅：仝卓事件受关注高 正抓紧处理】中央戏剧学院毕业的山西籍艺人仝卓，在网络直播中自称曾将往届生身份改为应届生参加高考，引发热议。记者致电山西省教育厅，工作人员回复称，当前民众特别关注的仝卓事件，正在抓紧处理。此前，仝卓在直播中说：“我当时非要考这个大学，但是这个大学只招应届生，我还搞了很多很多，也就是所谓的（手段），然后我就成了应届生，还是没考上……后来我就上了中戏。”此外，因仝卓父亲仝天峰被指任职于山西省临汾市人大常委会，对于仝天峰是否参与修改儿子仝卓学籍一事，相关部门也已介入调查。http://t.cn/A62ezWo5 原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gfm0pwvh11j20c70h075i.jpg,无,无,2020-06-09 14:24,微博 weibo.com,35,5,19
J5PMz5VQu,【女生游戏充值6万后自杀 腾讯游戏:2天内会收到退款】14岁中学女生刘歌（化名）在名为“龙族幻想”的游戏上，一个月内充值6万余元，在被父母发现后自杀身亡。对此，游戏代理发行方腾讯游戏回应称，已完成相关消费情况的核对以及退款处理，预计用户在近1-2天就会收到退款，腾讯方面也会主动跟进，确定退款到账情况。而针对游戏被指涉黄问题，腾讯方面称，系个别玩家以特殊视角恶意摆拍，游戏本身并无任何诱导和暗示，角色设计上也进行了必要遮挡。http://t.cn/A62ePQZE [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/75b52ed2ly1gfm05wn0ugj20j60geq3a.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gfm05wlm8kj20j60ee3z7.jpg",无,无,2020-06-09 14:05,微博 weibo.com,42,6,40
J5OGSvKrY,【女子花70万买学区房 没钱装修带娃直接住进毛坯房】广西桂林，邱女士发布了一段住房视频走红网络，推开房门后网友直呼“万万没想到”，原来他们的房子几乎处于毛坯状态。邱女士称，2017年分期付款购买了这套四室两厅一厨两卫的房子，面积约142平米，总款超过70万。因为临近开学，但又没钱装修，就带着孩子直接住进来了。据悉，她只做了最简单的“装修”：通了水电、做了卫生间防水和便池，所有的花费不到1万元，连墙面都没有粉刷。http://t.cn/A62rPK2W http://t.cn/A62gWWtE ,,无,无,无,2020-06-09 11:18,微博 weibo.com,210,16,72
J5OD0j0Up,"【""跪杀黑人""案主犯首次出庭 律师:最难部分才刚开始】当地时间8日，前警察德雷克·肖万在亨内平县地方法院出席了首次听证会，他目前被指控为二级谋杀和二级误杀。在央视记者对美国民权律师布莱恩·邓恩采访时，他给我们解释了为什么要对德雷克·乔文提起二级谋杀罪的指控，同时表示，虽然事实摆在眼前，但最难的部分才刚刚开始，因为在美国就是有人能够凌驾于司法之上。http://t.cn/A62gwlCx [组图共2张] 原图 ",,"http://ww3.sinaimg.cn/large/75b52ed2ly1gflv2h24b8j20ba07f74j.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gflv2hafkgj21jk10ztlj.jpg",无,无,2020-06-09 11:09,无,37,1,20
J5OrTvOP0,【学生作弊被抓后坠亡 家属:孩子在考场哭了近20分钟】6月6日，山西中北大学发生一起学生坠亡事件。据校方通报，坠亡学生在当日下午的课程补考中作弊，被监考老师发现并没收试卷，学生离开考场不久后坠楼。学校监控显示，该生从宿舍到考场一切正常，情绪稳定，而在考场被发现作弊后，有长达近20分钟的哭泣、无助和不安，期间监考老师并未对其进行教导和规劝。坠楼前两分钟，他还向母亲发去微信：“妈，对不起，不要想我，我配不上。”http://t.cn/A62g2loB [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gflu9zlt0yj20n00pfgmn.jpg,http://ww4.sinaimg.cn/large/75b52ed2ly1gflua03mioj20u01jhjuy.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gflua0cf82j20u0101my5.jpg",无,无,2020-06-09 10:42,无,275,12,115
J5JQXdIvG,#深夜饭馆#【麻辣小龙虾】又到吃小龙虾的季节，外面小龙虾不干净又贵，自己做2步骤搞定！365道美食DIY的微博视频  ,,无,无,无,2020-06-08 23:00,微博 weibo.com,50,25,9
J5Hev1SQB,【#苏宁安装工用胶水堵客户门锁# ：因私自收钱被公司处罚后蓄意报复】6月7日，北京网友爆料自己家的防盗门锁眼被502胶水堵住，导致防盗门无法打开。通过查看门口监控，发现肇事者竟然是@苏宁易购 的安装员工。据了解，6月2日该安装员工在这户人家安装一台博世的洗衣机，私自收取了60元的水龙头费用，苏宁客服回访得知此事对该员工给予了处罚，该员工还联系网友家属给一个好评，给了好评之后竟还被其报复用502胶水堵住锁眼。目前，网友已报警，案件进一步处理中。  http://t.cn/A62B1d5b @网易新闻视频版 ,,无,无,无,2020-06-08 16:19,微博 weibo.com,494,65,88
J5H0PeK5O,【女子用自行车撞击并掌掴女童 西安网警：系母亲体罚女儿】针对网传“女子用自行车撞击并掌掴女童”，西安网警发布通报：视频中成年女子与小女孩系母女关系，因其女儿当天扰乱课堂纪律并与其他学生发生纠纷，被学校两次约谈而感到气愤，于是对女儿进行打骂体罚。警方已对该女子进行批评教育，并责令其带女儿去医院就诊。http://t.cn/A62r7LSE 原图 ,,http://wx1.sinaimg.cn/large/75b52ed2ly1gfkxg23z3ej20j626kk3m.jpg,无,无,2020-06-08 15:46,微博 weibo.com,46,20,30
J5GVCmEn7,#作弊被抓后坠亡大学生家属发声#【大学生给母亲留言后坠亡，校方称补考作弊被抓考场内无冲突】#大二学生补考作弊被抓后坠亡# 6月6日，山西太原。补考时，小洋放在桌子里的手机被监考老师发现，小洋跟母亲留言“对不起，不要想我”后坠亡。家属认为，监考老师和班主任未能及时疏导，导致悲剧发生，校方存在过错。校方称，考场内未发生冲突。（素材来源：相关人士）http://t.cn/A62BMXVq  http://t.cn/A62BM0cy ,,无,无,无,2020-06-08 15:33,深度报道 · 视频社区,102,3,54
J5GBmbPkS,【杨丽萍回应无儿无女争议：只要自己过得好，没有伤害其他人就可以】针对网友评论称“一个女人最大的失败是没一个儿女”一事，杨丽萍回应：“人会走向衰老，走向死亡，谁也救不了你，但你的精神是年轻的，你的气息是美好的，就会散发出来一种特殊的味道。”她表示，只要自己过得好，没有伤害其他人，就可以。（新浪娱乐） [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/75b52ed2ly1gfkvmog9hlj20c806a74k.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gfkvmoifmhj20bq06wwey.jpg,http://ww2.sinaimg.cn/large/75b52ed2ly1gfkvmoh57jj20c80ic75e.jpg",无,无,2020-06-08 14:43,微博 weibo.com,163,13,41
J5GzVdNHq,【江苏15岁男孩遭人殴打致死 母亲：儿子死的太冤了】江苏南通，葛女士在社交平台不停回忆儿子的点滴。她称，自己读中学的15岁儿子遭人殴打致脑死亡，经抢救无效去世。据警方通报，范某（男，14岁）因与盛某（男，15岁）有矛盾，后伙同蔡某（男，19岁）对盛某进行殴打致伤，两名嫌疑人已被刑拘，案件正在侦办中。葛女士表示，目前正在等待尸检报告，希望能为儿子讨回公道。http://t.cn/A62BTvQX http://t.cn/A62BglJT ,,无,无,无,2020-06-08 14:39,微博 weibo.com,58,7,36
J5FtXtmcQ,【杨丽萍晒美食 网友评“女人最大的失败是无儿女”】近日，杨丽萍发布的生活视频下，一条热评引发热议：“一个女人最大的失败是没一个儿女，所谓活出了自己都是蒙人的……即使你再美再优秀都是逃不过岁月的摧残，到了90岁，儿孙满堂那种天伦之乐。”目前该评论已收获过万的点赞数。现年61岁的杨丽萍，于1995年与丈夫刘淳晴结婚，据悉，杨丽萍因为要跳舞需长期节食而无法怀孕。对此，你怎么看？http://t.cn/A621uGWA [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/75b52ed2ly1gfkqdty3htj20c80qgq5i.jpg,http://ww3.sinaimg.cn/large/75b52ed2ly1gfkqdtzf0bj20go08575x.jpg",无,无,2020-06-08 11:52,微博 weibo.com,274,9,83
